Changes
41.0
7.0
8.0
99.0
6.0
29.0
1704.0
1.0
2.0
9.0
10.0
15.0
16.0
13.0
13.0
13.0
6.0
7.0
24.0
43.0
27.0
90.0
93.0
78.0
107.0
107.0
130.0
155.0
151.0
4.0
1.0
4.0
8.0
10.0
152.0
4.0
3.0
9.0
23.0
4.0
26.0
3.0
58.0
55.0
227.0
38.0
8.0
38.0
1.0
69.0
15.0
7.0
1.0
1.0
310.0
4.0
9.0
35.0
41.0
315.0
32.0
30.0
8.0
396.0
56.0
41.0
5.0
1.0
286.0
25.0
9.0
16.0
1.0
2.0
130.0
131.0
30.0
37.0
35.0
22.0
23.0
20.0
48.0
2.0
190.0
191.0
215.0
1.0
2.0
238.0
1.0
151.0
1.0
1.0
55.0
63.0
2.0
3.0
3.0
10.0
31.0
4.0
109.0
58.0
5.0
20.0
32.0
6.0
5.0
10.0
13.0
184.0
9.0
4.0
502.0
15.0
12.0
3.0
3.0
7.0
39.0
10.0
17.0
4.0
8.0
13.0
34.0
1.0
32.0
27.0
1.0
31.0
2.0
13.0
3.0
1.0
87.0
2.0
3.0
1.0
80.0
4.0
4.0
1.0
1.0
4.0
82.0
4.0
4.0
22.0
114.0
26.0
28.0
6.0
6.0
36.0
1.0
4.0
163.0
15.0
11.0
19.0
5.0
7.0
19.0
21.0
2.0
1.0
6.0
34.0
36.0
1.0
21.0
20.0
2.0
27.0
5.0
7.0
27.0
7.0
96.0
4.0
3.0
58.0
60.0
6.0
135.0
63.0
6.0
6.0
20.0
1.0
1.0
3.0
1.0
2.0
29.0
9.0
2.0
9.0
2.0
1.0
6.0
36.0
8.0
6.0
2.0
1.0
3.0
2.0
5.0
242.0
4.0
15.0
2.0
3.0
6.0
1.0
6.0
17.0
22.0
18.0
49.0
8.0
29.0
3.0
4.0
8.0
4.0
2.0
14.0
1.0
4.0
2.0
8.0
70.0
1.0
2.0
39.0
491.0
76.0
17.0
7.0
69.0
10.0
18.0
1.0
173.0
1.0
1.0
97.0
5.0
1.0
3.0
3.0
53.0
54.0
53.0
7.0
1.0
1014.0
1014.0
1014.0
1.0
17.0
2.0
50.0
16.0
6.0
3.0
3.0
6.0
1.0
6.0
1.0
304.0
201.0
8.0
1.0
505.0
10.0
257.0
163.0
1.0
128.0
18.0
4.0
12.0
2.0
11.0
3.0
27.0
3.0
16.0
72.0
2.0
37.0
1.0
2.0
2.0
6.0
9.0
1.0
39.0
50.0
58.0
16.0
41.0
27.0
111.0
11.0
5.0
5.0
29.0
8.0
15.0
22.0
6.0
4.0
15.0
8.0
12.0
2.0
1.0
25.0
27.0
1.0
3.0
25.0
1.0
1.0
62.0
6.0
9.0
5.0
273.0
6.0
48.0
1.0
4.0
19.0
20.0
7.0
20.0
13.0
29.0
41.0
21.0
6.0
3.0
2.0
13.0
1.0
3.0
1.0
11.0
1.0
2.0
33.0
9.0
18.0
2.0
12.0
22.0
12.0
94.0
12.0
15.0
19.0
38.0
14.0
47.0
27.0
19.0
57.0
3.0
11.0
27.0
21.0
81.0
12.0
10.0
29.0
83.0
55.0
121.0
214.0
3.0
1.0
6.0
4.0
3.0
1.0
1.0
137.0
2.0
3.0
4.0
1.0
10.0
1.0
2.0
4.0
25.0
2.0
22.0
8.0
84.0
16.0
16.0
7.0
30.0
29.0
2.0
81.0
69.0
7.0
58.0
22.0
3.0
4.0
3.0
4.0
2.0
5.0
18.0
49.0
29.0
6.0
26.0
7.0
2.0
19.0
5.0
59.0
7.0
1.0
60.0
12.0
2.0
3.0
1.0
6.0
86.0
14.0
91.0
11.0
10.0
60.0
33.0
2.0
12.0
1.0
1.0
184.0
59.0
4.0
1.0
22.0
121.0
38.0
27.0
4.0
10.0
2.0
3.0
61.0
16.0
25.0
4.0
1.0
24.0
531.0
1039.0
3.0
2.0
1575.0
8.0
98.0
164.0
399.0
6.0
70.0
91.0
21.0
134.0
10.0
22.0
409.0
113.0
47.0
71.0
63.0
45.0
88.0
15.0
12.0
46.0
192.0
26.0
52.0
20.0
10.0
10.0
6.0
49.0
19.0
2.0
531.0
1.0
22.0
12.0
13.0
11.0
15.0
6.0
15.0
1039.0
2.0
87.0
2.0
110.0
13.0
0.0
65.0
3.0
80.0
20.0
3.0
6.0
21.0
73.0
20.0
10.0
59.0
0.0
2.0
23.0
74.0
47.0
1.0
14.0
12.0
98.0
6.0
1.0
11.0
1.0
10.0
259.0
5.0
6.0
5.0
2.0
39.0
6.0
14.0
2.0
80.0
33.0
2.0
37.0
2.0
33.0
23.0
37.0
16.0
4.0
10.0
24.0
36.0
2.0
5.0
4.0
9.0
3.0
462.0
5.0
3.0
2.0
7.0
8.0
153.0
6.0
5.0
12.0
3.0
11.0
50.0
1.0
159.0
39.0
117.0
13.0
5.0
1.0
30.0
4.0
13.0
73.0
16.0
1.0
5.0
2.0
79.0
82.0
4.0
40.0
2.0
4.0
43.0
3.0
47.0
6.0
13.0
213.0
6.0
78.0
21.0
41.0
96.0
19.0
2.0
9.0
4.0
2.0
1.0
1.0
1.0
1.0
7.0
8.0
1.0
9.0
1.0
1.0
1.0
10.0
71.0
30.0
1.0
52.0
5.0
73.0
64.0
10.0
4.0
24.0
43.0
28.0
181.0
35.0
112.0
96.0
49.0
118.0
120.0
5.0
25.0
3.0
12.0
83.0
2.0
36.0
130.0
20.0
43.0
0.0
0.0
1.0
4.0
1.0
1.0
1.0
6.0
87.0
12.0
6.0
2.0
38.0
0.0
1.0
11.0
3.0
1.0
15.0
2.0
1.0
50.0
1.0
4.0
1.0
4.0
4.0
7.0
3.0
21.0
11.0
16.0
3.0
21.0
6.0
27.0
67.0
75.0
15.0
44.0
294.0
95.0
2.0
23.0
1.0
64.0
8.0
1.0
12.0
1.0
4.0
56.0
26.0
12.0
8.0
14.0
10.0
1.0
4.0
1.0
11.0
1.0
23.0
6.0
3.0
23.0
4.0
2.0
97.0
1.0
1.0
0.0
31.0
22.0
19.0
11.0
11.0
1.0
24.0
37.0
4.0
2.0
25.0
34.0
36.0
18.0
62.0
8.0
7.0
10.0
2.0
21.0
3.0
37.0
4.0
9.0
15.0
4.0
1.0
15.0
15.0
1.0
4.0
2.0
62.0
2.0
10.0
34.0
43.0
51.0
11.0
361.0
12.0
17.0
5.0
2.0
6.0
2.0
19.0
186.0
21.0
32.0
8.0
3.0
12.0
2.0
6.0
17.0
8.0
12.0
8.0
2.0
20.0
27.0
14.0
12.0
4.0
11.0
42.0
21.0
1.0
1.0
1.0
348.0
4.0
32.0
186.0
21.0
32.0
8.0
3.0
12.0
2.0
6.0
17.0
8.0
12.0
8.0
2.0
20.0
27.0
14.0
12.0
4.0
11.0
42.0
21.0
1.0
1.0
1.0
31.0
26.0
58.0
1.0
5.0
8.0
43.0
2.0
0.0
1.0
1.0
12.0
13.0
25.0
1.0
6.0
2.0
1.0
6.0
3.0
29.0
2.0
44.0
6.0
1.0
7.0
3.0
1.0
2.0
65.0
1.0
1.0
92.0
8.0
3.0
4.0
1.0
37.0
7.0
26.0
13.0
1.0
42.0
9.0
6.0
8.0
5.0
5.0
3.0
1.0
1.0
1.0
17.0
76.0
41.0
5.0
2.0
5.0
4.0
28.0
14.0
15.0
1.0
7.0
15.0
5.0
20.0
1.0
245.0
3.0
112.0
74.0
141.0
1.0
2.0
1.0
6.0
1.0
7.0
3.0
24.0
1.0
1.0
43.0
1.0
2.0
19.0
31.0
1.0
43.0
2.0
2.0
2.0
1.0
57.0
61.0
11.0
46.0
20.0
23.0
20.0
123.0
17.0
3.0
1.0
1.0
1.0
1.0
5.0
9.0
4.0
3.0
1.0
1.0
20.0
40.0
3.0
1.0
1.0
5.0
10.0
13.0
5.0
2.0
13.0
3.0
23.0
7.0
8.0
4.0
11.0
3.0
15.0
2.0
46.0
7.0
6.0
23.0
54.0
27.0
19.0
5.0
2.0
4.0
1.0
3.0
7.0
1.0
1.0
1.0
17.0
29.0
2.0
10.0
1.0
229.0
262.0
5.0
27.0
1.0
88.0
1.0
117.0
1.0
32.0
9.0
146.0
37.0
2.0
3.0
5.0
42.0
35.0
14.0
4.0
24.0
52.0
207.0
37.0
51.0
27.0
121.0
9.0
5.0
94.0
16.0
2.0
49.0
137.0
0.0
19.0
17.0
7.0
2.0
12.0
16.0
1.0
24.0
18.0
13.0
21.0
15.0
13.0
3.0
2.0
1068.0
18.0
1.0
15.0
3.0
4.0
3.0
10.0
63.0
13.0
24.0
5.0
10.0
1.0
1.0
1.0
33.0
2.0
1.0
1.0
78.0
9.0
37.0
17.0
4.0
1.0
3.0
24.0
1.0
1.0
21.0
1.0
48.0
18.0
9.0
3.0
42.0
6.0
32.0
15.0
132.0
40.0
3.0
14.0
189.0
3.0
3.0
12.0
1.0
2.0
6.0
35.0
32.0
7.0
8.0
8.0
14.0
2.0
125.0
1.0
4.0
31.0
12.0
1.0
7.0
30.0
79.0
4.0
15.0
48.0
9.0
7.0
2.0
3.0
20.0
1.0
6.0
1.0
1.0
27.0
2.0
22.0
2.0
1.0
33.0
1.0
1.0
3.0
6.0
25.0
1.0
95.0
2.0
2.0
1.0
1.0
1.0
24.0
16.0
6.0
41.0
1.0
5.0
1.0
25.0
1.0
1.0
34.0
11.0
4.0
1.0
1.0
36.0
1.0
107.0
2.0
24.0
4.0
3.0
38.0
17.0
23.0
18.0
132.0
40.0
3.0
14.0
1.0
49.0
13.0
97.0
17.0
4.0
1.0
9.0
20.0
134.0
7.0
1.0
23.0
3.0
61.0
12.0
77.0
6.0
176.0
22.0
7.0
15.0
4.0
43.0
38.0
195.0
10.0
3.0
3.0
3.0
19.0
76.0
4.0
687.0
689.0
3.0
50.0
4.0
58.0
11.0
14.0
84.0
84.0
1.0
25.0
84.0
4.0
8.0
2.0
8.0
36.0
7.0
4.0
13.0
2.0
4.0
57.0
52.0
42.0
10.0
14.0
30.0
117.0
117.0
20.0
26.0
2.0
23.0
1.0
1.0
219.0
220.0
1.0
1.0
3.0
4.0
4.0
112.0
2.0
6.0
0.0
21.0
20.0
1.0
1.0
18.0
6.0
1.0
1.0
23.0
18.0
3.0
2.0
34.0
15.0
3.0
1.0
1.0
1.0
5.0
1.0
8.0
6.0
76.0
9.0
14.0
18.0
23.0
27.0
20.0
272.0
26.0
1.0
977.0
70.0
2.0
12.0
988.0
1.0
1.0
1.0
16.0
18.0
1.0
19.0
1.0
1.0
5.0
74.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
2.0
47.0
7.0
106.0
107.0
37.0
1.0
11.0
7.0
140.0
1.0
15.0
66.0
7.0
80.0
79.0
79.0
79.0
45.0
25.0
3.0
52.0
5.0
1.0
40.0
12.0
1.0
17.0
1.0
1.0
7.0
1.0
21.0
30.0
2.0
21.0
8.0
13.0
54.0
36.0
1.0
21.0
1.0
1.0
12.0
3.0
2.0
2.0
1.0
15.0
24.0
1.0
22.0
1.0
1.0
19.0
42.0
45.0
3.0
1.0
2.0
1.0
46.0
10.0
1.0
1.0
7.0
1.0
9.0
16.0
34.0
1.0
2.0
126.0
38.0
31.0
10.0
69.0
91.0
21.0
4.0
4.0
1.0
68.0
10.0
2.0
2.0
17.0
1.0
1.0
53.0
28.0
19.0
